timestamp,fft_hr,fft_hr_smoothed,breathing_rate
2025-01-12 10:07,60,61.873676,
2025-01-12 10:07,72,61.886055,
2025-01-12 10:07,66,61.961197,
2025-01-12 10:07,60,61.993343,
2025-01-12 10:08,60,62.045856,
2025-01-12 10:08,60,62.09613,
2025-01-12 10:08,60,62.169136,
2025-01-12 10:08,,62.24251,13.000001
2025-01-12 10:08,66,62.290867,
2025-01-12 10:08,60,62.38671,
2025-01-12 10:08,60,62.485764,
2025-01-12 10:08,60,62.53759,
2025-01-12 10:09,60,62.61753,
2025-01-12 10:09,66,62.67217,
2025-01-12 10:09,60,62.723415,
2025-01-12 10:09,60,62.770985,
2025-01-12 10:09,60,62.839905,
2025-01-12 10:09,60,62.907913,
2025-01-12 10:09,66,62.958187,
2025-01-12 10:10,66,62.971626,
2025-01-12 10:10,72,62.957912,
2025-01-12 10:10,,62.957973,13.000001
2025-01-12 10:10,72,62.949066,
2025-01-12 10:10,66,62.90541,
2025-01-12 10:10,60,62.899086,
2025-01-12 10:10,60,62.916637,
2025-01-12 10:11,60,62.955486,
2025-01-12 10:11,60,62.94329,
2025-01-12 10:11,60,62.949936,
2025-01-12 10:11,66,62.928177,
2025-01-12 10:11,66,62.925747,
2025-01-12 10:11,60,62.92083,
2025-01-12 10:11,60,62.858086,
2025-01-12 10:12,60,62.80768,
2025-01-12 10:12,60,62.774334,
2025-01-12 10:12,60,62.76139,15.500001
2025-01-12 10:12,66,62.721943,
2025-01-12 10:12,66,62.65336,
2025-01-12 10:12,60,62.622063,
2025-01-12 10:12,72,62.57865,
2025-01-12 10:13,72,62.532494,
2025-01-12 10:13,60,62.48407,
2025-01-12 10:13,72,62.40843,
2025-01-12 10:13,60,62.353233,
2025-01-12 10:13,60,62.226524,
2025-01-12 10:13,60,62.164608,
2025-01-12 10:14,66,62.101044,
2025-01-12 10:14,66,62.061405,
2025-01-12 10:14,,61.998707,13.000001
2025-01-12 10:14,54.000004,61.915955,
2025-01-12 10:14,54.000004,61.8353,
2025-01-12 10:14,54.000004,61.73725,
2025-01-12 10:14,54.000004,61.6436,
2025-01-12 10:15,48,61.57942,
2025-01-12 10:15,60,61.5671,
2025-01-12 10:15,72,61.556904,
2025-01-12 10:15,72,61.549347,
2025-01-12 10:15,60,61.51963,
2025-01-12 10:15,66,61.51555,
2025-01-12 10:15,60,61.490005,
2025-01-12 10:16,66,61.45443,
2025-01-12 10:16,66,61.440445,
2025-01-12 10:16,,61.42759,13.500001
2025-01-12 10:16,60,61.44128,
2025-01-12 10:16,60,61.43434,
2025-01-12 10:16,66,61.454445,
2025-01-12 10:16,60,61.479614,
2025-01-12 10:17,54.000004,61.51605,
2025-01-12 10:17,66,61.538647,
2025-01-12 10:17,66,61.56386,
2025-01-12 10:17,60,61.577923,
2025-01-12 10:17,60,61.602722,
2025-01-12 10:17,54.000004,61.70215,
2025-01-12 10:17,60,61.77086,
2025-01-12 10:18,48,61.892178,
2025-01-12 10:18,60,62.021893,
2025-01-12 10:18,60,62.135048,13.000001
2025-01-12 10:18,66,62.259636,
2025-01-12 10:18,60,62.344902,
2025-01-12 10:18,60,62.47296,
2025-01-12 10:18,60,62.65759,
2025-01-12 10:19,60,62.84717,
2025-01-12 10:19,60,63.041847,
2025-01-12 10:19,66,63.241745,
2025-01-12 10:19,72,63.441017,
2025-01-12 10:19,66,63.55002,
2025-01-12 10:19,66,63.617527,
2025-01-12 10:20,60,63.660767,
2025-01-12 10:20,66,63.738735,
2025-01-12 10:20,60,63.78567,
2025-01-12 10:20,,63.841312,15
2025-01-12 10:20,66,63.938107,
2025-01-12 10:20,60,64.055786,
2025-01-12 10:20,66,64.1337,
2025-01-12 10:20,60,64.23226,
2025-01-12 10:21,66,64.32128,
2025-01-12 10:21,66,64.38082,
2025-01-12 10:21,72,64.47733,
2025-01-12 10:21,66,64.58595,
2025-01-12 10:21,60,64.64596,
2025-01-12 10:21,66,64.70204,
2025-01-12 10:21,66,64.76552,
2025-01-12 10:22,72,64.80529,
2025-01-12 10:22,72,64.85624,
2025-01-12 10:22,,64.8523,16
2025-01-12 10:22,72,64.877396,
2025-01-12 10:22,66,64.82382,
2025-01-12 10:22,72,64.83458,
2025-01-12 10:22,60,64.8247,
2025-01-12 10:23,66,64.83689,
2025-01-12 10:23,72,64.850235,
2025-01-12 10:23,72,64.86608,
2025-01-12 10:23,72,64.885765,
2025-01-12 10:23,72,64.88524,
2025-01-12 10:23,66,64.86822,
2025-01-12 10:24,54.000004,64.854965,
2025-01-12 10:24,54.000004,64.88122,
2025-01-12 10:24,48,64.86737,15
2025-01-12 10:24,48,64.877365,
2025-01-12 10:24,48,64.92028,
2025-01-12 10:24,48,64.993645,
2025-01-12 10:24,66,65.04381,
2025-01-12 10:25,72,65.11272,
2025-01-12 10:25,60,65.18697,
2025-01-12 10:25,66,65.22156,
2025-01-12 10:25,66,65.3048,
2025-01-12 10:25,66,65.3722,
2025-01-12 10:25,72,65.44512,
2025-01-12 10:26,72,65.52849,
2025-01-12 10:26,72,65.64078,
2025-01-12 10:26,72,65.72782,
2025-01-12 10:26,,65.76608,14.000001
2025-01-12 10:26,66,65.84901,
2025-01-12 10:26,66,65.860954,
2025-01-12 10:26,60,65.892136,
2025-01-12 10:26,60,65.91876,
2025-01-12 10:27,54.000004,65.96474,
2025-01-12 10:27,72,66.00093,
2025-01-12 10:27,72,65.981636,
2025-01-12 10:27,72,65.988884,
2025-01-12 10:27,72,65.98335,
2025-01-12 10:27,72,65.944984,
2025-01-12 10:27,72,65.895355,
2025-01-12 10:28,66,65.83388,
2025-01-12 10:28,66,65.76022,
2025-01-12 10:28,,65.71896,15.500001
2025-01-12 10:28,72,65.73037,
2025-01-12 10:28,60,65.729256,
2025-01-12 10:28,60,65.71136,
2025-01-12 10:28,72,65.67844,
2025-01-12 10:29,72,65.65759,
2025-01-12 10:29,66,65.62873,
2025-01-12 10:29,72,65.484924,
2025-01-12 10:29,66,65.29341,
2025-01-12 10:29,60,65.18854,
2025-01-12 10:29,66,65.08848,
2025-01-12 10:29,66,64.94399,
2025-01-12 10:30,66,64.775055,
2025-01-12 10:30,72,64.6355,
2025-01-12 10:30,72,64.50384,16.5
2025-01-12 10:30,60,64.38071,
2025-01-12 10:30,54.000004,64.21607,
2025-01-12 10:30,66,64.03558,
2025-01-12 10:30,54.000004,63.866714,
2025-01-12 10:31,60,63.694355,
2025-01-12 10:31,60,63.588196,
2025-01-12 10:31,66,63.456554,
2025-01-12 10:31,60,63.34109,
2025-01-12 10:31,54.000004,63.186558,
2025-01-12 10:31,54.000004,62.98633,
2025-01-12 10:32,60,62.80907,
2025-01-12 10:32,60,62.65694,
2025-01-12 10:32,60,62.48179,
2025-01-12 10:32,,62.30494,16
2025-01-12 10:32,60,62.17034,
2025-01-12 10:32,66,62.00791,
2025-01-12 10:32,72,61.851795,
2025-01-12 10:32,72,61.687733,
2025-01-12 10:33,66,61.536568,
2025-01-12 10:33,66,61.37609,
2025-01-12 10:33,72,61.192852,
2025-01-12 10:33,72,60.983852,
2025-01-12 10:33,60,60.81597,
2025-01-12 10:33,54.000004,60.6005,
2025-01-12 10:34,66,60.418434,
2025-01-12 10:34,72,60.286655,
2025-01-12 10:34,,60.135212,13.500001
2025-01-12 10:34,54.000004,60.013,
2025-01-12 10:34,66,59.823505,
2025-01-12 10:34,66,59.58952,
2025-01-12 10:34,66,59.4065,
2025-01-12 10:35,54.000004,59.24446,
2025-01-12 10:35,48,59.152397,
2025-01-12 10:35,48,58.95058,
2025-01-12 10:35,48,58.89093,
2025-01-12 10:35,60,58.797173,
2025-01-12 10:35,54.000004,58.740524,
2025-01-12 10:35,54.000004,58.663925,
2025-01-12 10:36,60,58.61648,
2025-01-12 10:36,48,58.55317,
2025-01-12 10:36,54.000004,58.52206,16
2025-01-12 10:36,60,58.45673,
2025-01-12 10:36,54.000004,58.426807,
2025-01-12 10:36,54.000004,58.41,
2025-01-12 10:36,60,58.380745,
2025-01-12 10:37,54.000004,58.38592,
2025-01-12 10:37,60,58.357918,
2025-01-12 10:37,60,58.32049,
2025-01-12 10:37,54.000004,58.31957,
2025-01-12 10:37,54.000004,58.350986,
2025-01-12 10:37,60,58.4419,
2025-01-12 10:38,54.000004,58.527668,
2025-01-12 10:38,60,58.579052,
2025-01-12 10:38,54.000004,58.703354,
2025-01-12 10:38,,58.827335,14.000001
2025-01-12 10:38,66,58.9115,
2025-01-12 10:38,66,58.979687,
2025-01-12 10:38,72,59.06646,
2025-01-12 10:38,54.000004,59.142647,
2025-01-12 10:39,48,59.218918,
2025-01-12 10:39,60,59.294342,
2025-01-12 10:39,54.000004,59.36802,
2025-01-12 10:39,66,59.503498,
2025-01-12 10:39,48,59.636765,
2025-01-12 10:39,72,59.726974,
2025-01-12 10:40,66,59.85438,
2025-01-12 10:40,72,59.885544,
2025-01-12 10:40,,59.979076,15.500001
2025-01-12 10:40,66,60.04338,
2025-01-12 10:40,54.000004,60.056095,
2025-01-12 10:40,60,60.10034,
2025-01-12 10:40,54.000004,60.11242,
2025-01-12 10:41,60,60.09508,
2025-01-12 10:41,60,60.115177,
2025-01-12 10:41,54.000004,60.128513,
2025-01-12 10:41,60,60.09072,
2025-01-12 10:41,54.000004,60.065598,
2025-01-12 10:41,54.000004,60.011562,
2025-01-12 10:41,60,59.950775,
2025-01-12 10:42,60,59.902622,
2025-01-12 10:42,72,59.870365,13.500001
2025-01-12 10:42,72,59.787544,
2025-01-12 10:42,60,59.71809,
2025-01-12 10:42,66,59.620564,
2025-01-12 10:43,60,59.536743,
2025-01-12 10:43,60,59.457066,
2025-01-12 10:43,60,59.32327,
2025-01-12 10:43,54.000004,59.212482,
2025-01-12 10:43,48,59.057877,
2025-01-12 10:43,60,58.962036,
2025-01-12 10:44,60,58.852993,
2025-01-12 10:44,60,58.742947,
2025-01-12 10:44,66,58.626713,
2025-01-12 10:44,,58.465935,19.500002
2025-01-12 10:44,54.000004,58.38899,
2025-01-12 10:44,66,58.204876,
2025-01-12 10:44,54.000004,58.044167,
2025-01-12 10:44,66,57.865303,
2025-01-12 10:45,60,57.728745,
2025-01-12 10:45,54.000004,57.629654,
2025-01-12 10:45,54.000004,57.527504,
2025-01-12 10:45,54.000004,57.40362,
2025-01-12 10:45,54.000004,57.30026,
2025-01-12 10:45,60,57.17641,
2025-01-12 10:45,60,57.080093,
2025-01-12 10:46,54.000004,57.000782,
2025-01-12 10:46,54.000004,56.8881,
2025-01-12 10:46,,56.849518,12.500001
2025-01-12 10:46,54.000004,56.844692,
2025-01-12 10:46,54.000004,56.782585,
2025-01-12 10:46,60,56.705036,
2025-01-12 10:46,54.000004,56.59539,
2025-01-12 10:47,54.000004,56.497543,
2025-01-12 10:47,54.000004,56.475147,
2025-01-12 10:47,54.000004,56.467403,
2025-01-12 10:47,60,56.493904,
2025-01-12 10:47,54.000004,56.482094,
2025-01-12 10:47,60,56.47615,
2025-01-12 10:47,54.000004,56.520462,
2025-01-12 10:48,54.000004,56.573235,
2025-01-12 10:48,48,56.57974,
2025-01-12 10:48,60,56.591236,11.500001
2025-01-12 10:48,54.000004,56.60702,
2025-01-12 10:48,54.000004,56.63214,
2025-01-12 10:48,60,56.729465,
2025-01-12 10:48,54.000004,56.814915,
2025-01-12 10:49,54.000004,56.838802,
2025-01-12 10:49,54.000004,56.905727,
2025-01-12 10:49,60,56.931606,
2025-01-12 10:49,66,56.97929,
2025-01-12 10:49,54.000004,57.04515,
2025-01-12 10:49,54.000004,57.106354,
2025-01-12 10:50,54.000004,57.18762,
2025-01-12 10:50,54.000004,57.24115,
2025-01-12 10:50,60,57.269176,
2025-01-12 10:50,,57.318542,12.000001
2025-01-12 10:50,54.000004,57.36075,
2025-01-12 10:50,66,57.42071,
2025-01-12 10:50,72,57.450886,
2025-01-12 10:50,60,57.473255,
2025-01-12 10:51,54.000004,57.487656,
2025-01-12 10:51,54.000004,57.47446,
2025-01-12 10:51,54.000004,57.50039,
2025-01-12 10:51,60,57.521236,
2025-01-12 10:51,66,57.512062,
2025-01-12 10:51,66,57.520565,
2025-01-12 10:51,54.000004,57.50555,
2025-01-12 10:52,54.000004,57.50901,
2025-01-12 10:52,60,57.48982,
2025-01-12 10:52,,57.490124,12.000001
2025-01-12 10:52,54.000004,57.488358,
2025-01-12 10:52,54.000004,57.530067,
2025-01-12 10:52,54.000004,57.482456,
2025-01-12 10:52,60,57.479492,
2025-01-12 10:53,72,57.45212,
2025-01-12 10:53,60,57.42881,
2025-01-12 10:53,54.000004,57.404137,
2025-01-12 10:53,54.000004,57.403748,
2025-01-12 10:53,54.000004,57.405994,
2025-01-12 10:53,54.000004,57.391922,
2025-01-12 10:53,54.000004,57.364506,
2025-01-12 10:54,54.000004,57.38483,
2025-01-12 10:54,60,57.383453,
2025-01-12 10:54,54.000004,57.407963,12.500001
2025-01-12 10:54,54.000004,57.43633,
2025-01-12 10:54,60,57.449238,
2025-01-12 10:54,54.000004,57.475254,
2025-01-12 10:55,60,57.51981,
2025-01-12 10:55,54.000004,57.52907,
2025-01-12 10:55,54.000004,57.52745,
2025-01-12 10:55,54.000004,57.57525,
2025-01-12 10:55,54.000004,57.64706,
2025-01-12 10:55,60,57.745804,
2025-01-12 10:56,60,57.824043,
2025-01-12 10:56,54.000004,57.859066,
2025-01-12 10:56,60,57.90043,
2025-01-12 10:56,,57.94739,12.500001
2025-01-12 10:56,60,58.03814,
2025-01-12 10:56,60,58.12799,
2025-01-12 10:56,60,58.197296,
2025-01-12 10:56,60,58.28084,
2025-01-12 10:57,66,58.370045,
2025-01-12 10:57,54.000004,58.457336,
2025-01-12 10:57,60,58.51729,
2025-01-12 10:57,54.000004,58.577553,
2025-01-12 10:57,60,58.59882,
2025-01-12 10:57,54.000004,58.663643,
2025-01-12 10:57,60,58.746696,
2025-01-12 10:58,60,58.825737,
2025-01-12 10:58,60,58.900826,
2025-01-12 10:58,,58.972,13.000001
2025-01-12 10:58,60,59.014015,
2025-01-12 10:58,54.000004,59.074238,
2025-01-12 10:58,60,59.111053,
2025-01-12 10:58,60,59.165993,
2025-01-12 10:59,60,59.216965,
2025-01-12 10:59,60,59.244614,
2025-01-12 10:59,60,59.315937,
2025-01-12 10:59,60,59.342052,
2025-01-12 10:59,60,59.38693,
2025-01-12 10:59,60,59.428516,
2025-01-12 10:59,60,59.467087,
2025-01-12 11:00,66,59.50283,
2025-01-12 11:00,60,59.51656,
2025-01-12 11:00,54.000004,59.530468,12.500001
2025-01-12 11:00,60,59.564007,
2025-01-12 11:00,60,59.57572,
2025-01-12 11:00,60,59.587833,
2025-01-12 11:00,60,59.60034,
2025-01-12 11:01,60,59.61321,
2025-01-12 11:01,60,59.62646,
2025-01-12 11:01,60,59.640064,
2025-01-12 11:01,60,59.63453,
2025-01-12 11:01,54.000004,59.645493,
2025-01-12 11:02,60,59.656464,
2025-01-12 11:02,60,59.71226,
2025-01-12 11:02,60,59.72407,
2025-01-12 11:02,,59.75588,13.500001
2025-01-12 11:02,60,59.76613,
2025-01-12 11:02,60,59.777023,
2025-01-12 11:02,60,59.788475,
2025-01-12 11:02,54.000004,59.800385,
2025-01-12 11:03,60,59.81267,
2025-01-12 11:03,60,59.870018,
2025-01-12 11:03,60,59.88359,
2025-01-12 11:03,60,59.897808,
2025-01-12 11:03,60,59.912537,
2025-01-12 11:03,66,59.927673,
2025-01-12 11:03,60,59.9431,
2025-01-12 11:04,60,59.958736,
2025-01-12 11:04,60,59.974438,
2025-01-12 11:04,,59.990128,13.500001
2025-01-12 11:04,60,60.005722,
2025-01-12 11:04,60,60.026936,
2025-01-12 11:04,60,60.04788,
2025-01-12 11:04,60,60.087982,
2025-01-12 11:05,60,60.105724,
2025-01-12 11:05,60,60.123287,
2025-01-12 11:05,60,60.140606,
2025-01-12 11:05,60,60.182945,
2025-01-12 11:05,60,60.177647,
2025-01-12 11:05,60,60.194153,
2025-01-12 11:05,60,60.210167,
2025-01-12 11:06,54.000004,60.225613,
2025-01-12 11:06,60,60.259872,
2025-01-12 11:06,66,60.271423,13.500001
